From	To	Species	Gene Name
ANAPC1	ENSMUST00000124418	Mus musculus	anaphase promoting complex subunit 1(Anapc1)
ANAPC1	ENSMUST00000110333	Mus musculus	anaphase promoting complex subunit 1(Anapc1)
ANAPC1	ENSMUST00000143007	Mus musculus	anaphase promoting complex subunit 1(Anapc1)
ANAPC1	ENSMUST00000151171	Mus musculus	anaphase promoting complex subunit 1(Anapc1)
DSC3	ENSMUST00000115848	Mus musculus	desmocollin 3(Dsc3)
LRRC59	ENSMUST00000021239	Mus musculus	leucine rich repeat containing 59(Lrrc59)
LRRC59	ENSMUST00000138782	Mus musculus	leucine rich repeat containing 59(Lrrc59)
PFKFB4	ENSMUST00000198763	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000199620	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000051873	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000200229	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000199184	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000199591	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000196249	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000198140	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000200015	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB4	ENSMUST00000198277	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(Pfkfb4)
PFKFB3	ENSMUST00000170196	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000171188	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000049849	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000145970	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000140580	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000114845	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000114846	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000192827	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000114844	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000192949	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000191668	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000028114	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000191726	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000192844	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000195779	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000155167	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000150086	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000144921	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000183869	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000100411	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
PFKFB3	ENSMUST00000179584	Mus musculus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(Pfkfb3)
TACSTD2	ENSMUST00000058178	Mus musculus	tumor-associated calcium signal transducer 2(Tacstd2)
TNFRSF11B	ENSMUST00000079772	Mus musculus	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)(Tnfrsf11b)
THADA	ENSMUST00000047524	Mus musculus	thyroid adenoma associated(Thada)
ACAT3	ENSMUST00000160378	Mus musculus	acetyl-Coenzyme A acetyltransferase 3(Acat3)
ACAT3	ENSMUST00000160921	Mus musculus	acetyl-Coenzyme A acetyltransferase 3(Acat3)
ACAT3	ENSMUST00000043923	Mus musculus	acetyl-Coenzyme A acetyltransferase 3(Acat3)
2700081O15RIK	ENSMUST00000160561	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
2700081O15RIK	ENSMUST00000161907	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
2700081O15RIK	ENSMUST00000159346	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
2700081O15RIK	ENSMUST00000159348	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
2700081O15RIK	ENSMUST00000189779	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
2700081O15RIK	ENSMUST00000191580	Mus musculus	RIKEN cDNA 2700081O15 gene(2700081O15Rik)
RAP1GAP	ENSMUST00000097837	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000123011	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000152567	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000105835	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000151601	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000123134	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000148054	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000131536	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000139831	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000150928	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000144059	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000156683	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000047243	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
RAP1GAP	ENSMUST00000141306	Mus musculus	Rap1 GTPase-activating protein(Rap1gap)
ACAT2	ENSMUST00000159697	Mus musculus	acetyl-Coenzyme A acetyltransferase 2(Acat2)
ACAT2	ENSMUST00000159358	Mus musculus	acetyl-Coenzyme A acetyltransferase 2(Acat2)
ACAT2	ENSMUST00000007005	Mus musculus	acetyl-Coenzyme A acetyltransferase 2(Acat2)
GLIS2	ENSMUST00000135577	Mus musculus	GLIS family zinc finger 2(Glis2)
GLIS2	ENSMUST00000014447	Mus musculus	GLIS family zinc finger 2(Glis2)
GLIS2	ENSMUST00000141682	Mus musculus	GLIS family zinc finger 2(Glis2)
GLIS2	ENSMUST00000122896	Mus musculus	GLIS family zinc finger 2(Glis2)
GLIS2	ENSMUST00000127120	Mus musculus	GLIS family zinc finger 2(Glis2)
ACAT1	ENSMUST00000034547	Mus musculus	acetyl-Coenzyme A acetyltransferase 1(Acat1)
ACAT1	ENSMUST00000169317	Mus musculus	acetyl-Coenzyme A acetyltransferase 1(Acat1)
ACAT1	ENSMUST00000167130	Mus musculus	acetyl-Coenzyme A acetyltransferase 1(Acat1)
BCL2L12	ENSMUST00000207443	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L12	ENSMUST00000207342	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L12	ENSMUST00000003290	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L12	ENSMUST00000208128	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L12	ENSMUST00000207755	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L12	ENSMUST00000207213	Mus musculus	BCL2-like 12 (proline rich)(Bcl2l12)
BCL2L13	ENSMUST00000203037	Mus musculus	BCL2-like 13 (apoptosis facilitator)(Bcl2l13)
BCL2L13	ENSMUST00000009256	Mus musculus	BCL2-like 13 (apoptosis facilitator)(Bcl2l13)
BCL2L13	ENSMUST00000203584	Mus musculus	BCL2-like 13 (apoptosis facilitator)(Bcl2l13)
BCL2L13	ENSMUST00000204004	Mus musculus	BCL2-like 13 (apoptosis facilitator)(Bcl2l13)
TRP53I11	ENSMUST00000132182	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000090554	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000111266	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000143164	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000147377	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000150462	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000127173	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
TRP53I11	ENSMUST00000140172	Mus musculus	transformation related protein 53 inducible protein 11(Trp53i11)
SBNO2	ENSMUST00000042771	Mus musculus	strawberry notch homolog 2 (Drosophila)(Sbno2)
THEM7	ENSMUST00000131060	Mus musculus	thioesterase superfamily member 7(Them7)
THEM7	ENSMUST00000068813	Mus musculus	thioesterase superfamily member 7(Them7)
BCL2L14	ENSMUST00000163589	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
BCL2L14	ENSMUST00000142612	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
BCL2L14	ENSMUST00000111960	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
BCL2L14	ENSMUST00000127865	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
BCL2L14	ENSMUST00000032321	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
BCL2L14	ENSMUST00000139183	Mus musculus	BCL2-like 14 (apoptosis facilitator)(Bcl2l14)
ZBTB18	ENSMUST00000193480	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000194319	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000195549	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000192699	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000194269	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000195612	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000094276	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000192851	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000193440	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000195388	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000077225	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
ZBTB18	ENSMUST00000195002	Mus musculus	zinc finger and BTB domain containing 18(Zbtb18)
SRD5A1	ENSMUST00000091514	Mus musculus	steroid 5 alpha-reductase 1(Srd5a1)
SRD5A1	ENSMUST00000059235	Mus musculus	steroid 5 alpha-reductase 1(Srd5a1)
ZBTB12	ENSMUST00000052778	Mus musculus	zinc finger and BTB domain containing 12(Zbtb12)
ZBTB12	ENSMUST00000173093	Mus musculus	zinc finger and BTB domain containing 12(Zbtb12)
LRRC66	ENSMUST00000152215	Mus musculus	leucine rich repeat containing 66(Lrrc66)
LRRC66	ENSMUST00000087177	Mus musculus	leucine rich repeat containing 66(Lrrc66)
AAK1	ENSMUST00000203647	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000089519	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000156885	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000003710	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000204139	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000204613	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000204414	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000204793	Mus musculus	AP2 associated kinase 1(Aak1)
AAK1	ENSMUST00000113668	Mus musculus	AP2 associated kinase 1(Aak1)
PIN1	ENSMUST00000034689	Mus musculus	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1(Pin1)
H2-AB1	ENSMUST00000173103	Mus musculus	histocompatibility 2, class II antigen A, beta 1(H2-Ab1)
H2-AB1	ENSMUST00000174875	Mus musculus	histocompatibility 2, class II antigen A, beta 1(H2-Ab1)
H2-AB1	ENSMUST00000040828	Mus musculus	histocompatibility 2, class II antigen A, beta 1(H2-Ab1)
MDM1	ENSMUST00000169817	Mus musculus	transformed mouse 3T3 cell double minute 1(Mdm1)
MDM1	ENSMUST00000020437	Mus musculus	transformed mouse 3T3 cell double minute 1(Mdm1)
MDM1	ENSMUST00000163238	Mus musculus	transformed mouse 3T3 cell double minute 1(Mdm1)
MDM1	ENSMUST00000164077	Mus musculus	transformed mouse 3T3 cell double minute 1(Mdm1)
SLC25A1	ENSMUST00000147384	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
SLC25A1	ENSMUST00000131507	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
SLC25A1	ENSMUST00000142022	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
SLC25A1	ENSMUST00000150925	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
SLC25A1	ENSMUST00000003622	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
SLC25A1	ENSMUST00000129270	Mus musculus	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1(Slc25a1)
NXT1	ENSMUST00000109961	Mus musculus	NTF2-related export protein 1(Nxt1)
NXT1	ENSMUST00000047177	Mus musculus	NTF2-related export protein 1(Nxt1)
CDCA7L	ENSMUST00000177339	Mus musculus	cell division cycle associated 7 like(Cdca7l)
CDCA7L	ENSMUST00000176499	Mus musculus	cell division cycle associated 7 like(Cdca7l)
CDCA7L	ENSMUST00000176735	Mus musculus	cell division cycle associated 7 like(Cdca7l)
CDCA7L	ENSMUST00000021592	Mus musculus	cell division cycle associated 7 like(Cdca7l)
LRRK1	ENSMUST00000130438	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000167705	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000015277	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000137181	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000154893	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000145954	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
LRRK1	ENSMUST00000131239	Mus musculus	leucine-rich repeat kinase 1(Lrrk1)
CELF5	ENSMUST00000120508	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000145375	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000118763	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000147524	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000128494	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000120856	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000119060	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
CELF5	ENSMUST00000141207	Mus musculus	CUGBP, Elav-like family member 5(Celf5)
ARRB1	ENSMUST00000159642	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000179755	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000161268	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000032995	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000161525	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000162290	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000162933	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000098266	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000162404	Mus musculus	arrestin, beta 1(Arrb1)
ARRB1	ENSMUST00000162043	Mus musculus	arrestin, beta 1(Arrb1)
MCM10	ENSMUST00000125201	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000151533	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000027980	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000125851	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000139882	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000129443	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000146257	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000125349	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000150091	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
MCM10	ENSMUST00000102985	Mus musculus	minichromosome maintenance 10 replication initiation factor(Mcm10)
NRARP	ENSMUST00000104999	Mus musculus	Notch-regulated ankyrin repeat protein(Nrarp)
1700025G04RIK	ENSMUST00000128433	Mus musculus	RIKEN cDNA 1700025G04 gene(1700025G04Rik)
1700025G04RIK	ENSMUST00000187603	Mus musculus	RIKEN cDNA 1700025G04 gene(1700025G04Rik)
1700025G04RIK	ENSMUST00000044581	Mus musculus	RIKEN cDNA 1700025G04 gene(1700025G04Rik)
1700025G04RIK	ENSMUST00000121533	Mus musculus	RIKEN cDNA 1700025G04 gene(1700025G04Rik)
CAPZB	ENSMUST00000042675	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000131912	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000132385	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000138045	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000150077	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000131793	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000102508	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000145368	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000102507	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000156760	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
CAPZB	ENSMUST00000030518	Mus musculus	capping protein (actin filament) muscle Z-line, beta(Capzb)
ME1	ENSMUST00000034989	Mus musculus	malic enzyme 1, NADP(+)-dependent, cytosolic(Me1)
ME1	ENSMUST00000189847	Mus musculus	malic enzyme 1, NADP(+)-dependent, cytosolic(Me1)
ME1	ENSMUST00000189968	Mus musculus	malic enzyme 1, NADP(+)-dependent, cytosolic(Me1)
ME1	ENSMUST00000185374	Mus musculus	malic enzyme 1, NADP(+)-dependent, cytosolic(Me1)
ME3	ENSMUST00000032853	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000162145	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000159167	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000032856	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000160995	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000159504	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME3	ENSMUST00000159491	Mus musculus	malic enzyme 3, NADP(+)-dependent, mitochondrial(Me3)
ME2	ENSMUST00000025439	Mus musculus	malic enzyme 2, NAD(+)-dependent, mitochondrial(Me2)
ERC1	ENSMUST00000204666	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000079582	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000185143	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000183880	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000184320	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000183872	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000183741	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000032279	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000184864	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000185139	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000183911	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000183703	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
ERC1	ENSMUST00000184838	Mus musculus	ELKS/RAB6-interacting/CAST family member 1(Erc1)
DSP	ENSMUST00000145151	Mus musculus	desmoplakin(Dsp)
DSP	ENSMUST00000124830	Mus musculus	desmoplakin(Dsp)
DSP	ENSMUST00000127906	Mus musculus	desmoplakin(Dsp)
KSR1	ENSMUST00000018478	Mus musculus	kinase suppressor of ras 1(Ksr1)
KSR1	ENSMUST00000108264	Mus musculus	kinase suppressor of ras 1(Ksr1)
KSR1	ENSMUST00000209031	Mus musculus	kinase suppressor of ras 1(Ksr1)
KSR1	ENSMUST00000129463	Mus musculus	kinase suppressor of ras 1(Ksr1)
KSR1	ENSMUST00000208969	Mus musculus	kinase suppressor of ras 1(Ksr1)
KSR1	ENSMUST00000141409	Mus musculus	kinase suppressor of ras 1(Ksr1)
GKN1	ENSMUST00000032129	Mus musculus	gastrokine 1(Gkn1)
RAD23A	ENSMUST00000134395	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000128035	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000109761	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000144675	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000144994	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000003911	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
RAD23A	ENSMUST00000125711	Mus musculus	RAD23 homolog A, nucleotide excision repair protein(Rad23a)
SLC25A15	ENSMUST00000033871	Mus musculus	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15(Slc25a15)
SLC25A10	ENSMUST00000138874	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
SLC25A10	ENSMUST00000123373	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
SLC25A10	ENSMUST00000144706	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
SLC25A10	ENSMUST00000127349	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
SLC25A10	ENSMUST00000026899	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
SLC25A10	ENSMUST00000152187	Mus musculus	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10(Slc25a10)
RBPJL	ENSMUST00000109356	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl)
RBPJL	ENSMUST00000137427	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl)
RBPJL	ENSMUST00000017151	Mus musculus	recombination signal binding protein for immunoglobulin kappa J region-like(Rbpjl)
2810417H13RIK	ENSMUST00000045802	Mus musculus	RIKEN cDNA 2810417H13 gene(2810417H13Rik)
2810417H13RIK	ENSMUST00000130308	Mus musculus	RIKEN cDNA 2810417H13 gene(2810417H13Rik)
2810417H13RIK	ENSMUST00000153841	Mus musculus	RIKEN cDNA 2810417H13 gene(2810417H13Rik)
NDUFB7	ENSMUST00000036996	Mus musculus	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7(Ndufb7)
NDUFB7	ENSMUST00000127162	Mus musculus	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7(Ndufb7)
GTF3C6	ENSMUST00000019982	Mus musculus	general transcription factor IIIC, polypeptide 6, alpha(Gtf3c6)
NTN4	ENSMUST00000020204	Mus musculus	netrin 4(Ntn4)
NTN4	ENSMUST00000147080	Mus musculus	netrin 4(Ntn4)
FOXK2	ENSMUST00000153579	Mus musculus	forkhead box K2(Foxk2)
FOXK2	ENSMUST00000106113	Mus musculus	forkhead box K2(Foxk2)
FOXK2	ENSMUST00000151492	Mus musculus	forkhead box K2(Foxk2)
LRP8	ENSMUST00000135022	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000123140	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000126573	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000146552	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000030356	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
LRP8	ENSMUST00000106731	Mus musculus	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor(Lrp8)
